Null (reference),Null (threshold),Full,Null (reference)_ave,Null (threshold)_ave,Full_ave
11428.0,11780.0,28587.0,11.4,11.8,28.6
12268.0,11991.0,27356.0,12.3,12.0,27.4
12352.0,11778.0,27587.0,12.4,11.8,27.6
11357.0,11462.0,26968.0,11.4,11.5,27.0
12028.0,11661.0,27740.0,12.0,11.7,27.8
11391.0,11722.0,27764.0,11.4,11.7,27.8
12537.0,11628.0,27630.0,12.5,11.6,27.7
11839.0,12085.0,26117.0,11.9,12.1,26.1
12784.0,11350.0,27676.0,12.8,11.4,27.7
11517.0,11557.0,27546.0,11.5,11.6,27.6
12037.0,11399.0,27613.0,12.0,11.4,27.6
11316.0,11745.0,28302.0,11.3,11.8,28.3
11916.0,11740.0,27211.0,11.9,11.8,27.2
12045.0,11788.0,27534.0,12.1,11.8,27.6
11252.0,11991.0,28331.0,11.3,12.0,28.4
11794.0,11817.0,27336.0,11.8,11.8,27.4
11464.0,11768.0,28095.0,11.5,11.8,28.1
11364.0,12279.0,28270.0,11.4,12.3,28.3
11956.0,11610.0,27345.0,12.0,11.6,27.4
11873.0,11633.0,27359.0,11.9,11.6,27.4
12170.0,11753.0,27324.0,12.2,11.8,27.4
11992.0,11907.0,27816.0,12.0,11.9,27.8
11916.0,11934.0,27811.0,11.9,11.9,27.8
12575.0,11738.0,27249.0,12.6,11.7,27.3
12605.0,11548.0,27239.0,12.6,11.6,27.3
11536.0,11725.0,27678.0,11.5,11.7,27.7
11412.0,12153.0,28560.0,11.4,12.2,28.6
12181.0,11433.0,27281.0,12.2,11.4,27.3
12120.0,11744.0,28061.0,12.1,11.8,28.1
11879.0,11937.0,28407.0,11.9,11.9,28.4
12807.0,11972.0,27552.0,12.8,12.0,27.6
12249.0,12124.0,27582.0,12.3,12.1,27.6
12745.0,11332.0,28531.0,12.8,11.3,28.6
12025.0,12074.0,28094.0,12.0,12.1,28.1
12274.0,11648.0,27522.0,12.3,11.7,27.5
13286.0,11493.0,27041.0,13.3,11.5,27.1
11907.0,11651.0,28121.0,11.9,11.7,28.1
11859.0,11522.0,28695.0,11.9,11.5,28.7
12504.0,11674.0,27360.0,12.5,11.7,27.4
12325.0,12061.0,28272.0,12.3,12.1,28.3
11544.0,11751.0,27083.0,11.6,11.8,27.1
11843.0,12019.0,28175.0,11.9,12.0,28.2
12410.0,11718.0,27066.0,12.4,11.7,27.1
11763.0,11790.0,27877.0,11.8,11.8,27.9
11802.0,11884.0,28450.0,11.8,11.9,28.5
11915.0,11409.0,27817.0,11.9,11.4,27.8
11438.0,11998.0,27138.0,11.4,12.0,27.2
12738.0,11783.0,28651.0,12.8,11.8,28.7
12651.0,12091.0,27523.0,12.7,12.1,27.6
12614.0,11572.0,28248.0,12.6,11.6,28.3
11898.0,11702.0,27277.0,11.9,11.7,27.3
11823.0,11658.0,27776.0,11.8,11.7,27.8
11599.0,11936.0,27838.0,11.6,11.9,27.9
12712.0,12137.0,27271.0,12.7,12.1,27.3
12120.0,12046.0,27190.0,12.1,12.1,27.2
12311.0,11596.0,26943.0,12.3,11.6,27.0
12635.0,11839.0,28506.0,12.6,11.9,28.5
12253.0,11852.0,27385.0,12.3,11.9,27.4
11758.0,11853.0,27695.0,11.8,11.9,27.7
12109.0,11691.0,26839.0,12.1,11.7,26.9
11129.0,11656.0,27934.0,11.1,11.7,28.0
12577.0,11718.0,27889.0,12.6,11.7,27.9
12546.0,12028.0,27242.0,12.6,12.0,27.3
12148.0,11738.0,27295.0,12.2,11.7,27.3
12521.0,11777.0,27717.0,12.5,11.8,27.7
11900.0,12184.0,27356.0,11.9,12.2,27.4
11978.0,11667.0,27797.0,12.0,11.7,27.8
12150.0,11868.0,27370.0,12.2,11.9,27.4
12208.0,12121.0,27698.0,12.2,12.1,27.7
11877.0,11707.0,28210.0,11.9,11.7,28.2
12989.0,11771.0,27441.0,13.0,11.8,27.5
11968.0,11840.0,27368.0,12.0,11.9,27.4
11434.0,12104.0,28767.0,11.4,12.1,28.8
11274.0,11654.0,27696.0,11.3,11.7,27.7
11555.0,12369.0,28190.0,11.6,12.4,28.2
11576.0,11818.0,27673.0,11.6,11.8,27.7
12284.0,12321.0,28323.0,12.3,12.3,28.4
11572.0,12050.0,27468.0,11.6,12.1,27.5
11331.0,12371.0,27953.0,11.3,12.4,28.0
13147.0,12325.0,27952.0,13.2,12.3,28.0
12883.0,12112.0,27163.0,12.9,12.1,27.2
12012.0,11973.0,27575.0,12.0,12.0,27.6
11757.0,12072.0,27713.0,11.8,12.1,27.7
12410.0,11997.0,28600.0,12.4,12.0,28.6
11089.0,11766.0,28791.0,11.1,11.8,28.8
12153.0,11784.0,28855.0,12.2,11.8,28.9
12257.0,11703.0,28299.0,12.3,11.7,28.3
12866.0,11896.0,28121.0,12.9,11.9,28.1
12354.0,12131.0,28605.0,12.4,12.1,28.6
13232.0,11700.0,27633.0,13.2,11.7,27.7
10897.0,11965.0,28008.0,10.9,12.0,28.0
11728.0,11722.0,28501.0,11.7,11.7,28.5
12618.0,12156.0,27336.0,12.6,12.2,27.4
12067.0,12074.0,27473.0,12.1,12.1,27.5
12692.0,12121.0,28153.0,12.7,12.1,28.2
11956.0,12216.0,28012.0,12.0,12.2,28.0
12140.0,12007.0,27793.0,12.2,12.0,27.8
12549.0,12113.0,28475.0,12.6,12.1,28.5
11644.0,11947.0,28020.0,11.7,12.0,28.0
11323.0,11831.0,28314.0,11.3,11.8,28.3
10709.0,11913.0,28211.0,10.7,11.9,28.2
11776.0,11908.0,28517.0,11.8,11.9,28.5
12356.0,11883.0,27178.0,12.4,11.9,27.2
12436.0,11908.0,27411.0,12.4,11.9,27.4
12609.0,11906.0,28900.0,12.6,11.9,28.9
12650.0,11943.0,28303.0,12.7,12.0,28.3
10638.0,11763.0,27981.0,10.6,11.8,28.0
11854.0,11784.0,27384.0,11.9,11.8,27.4
11542.0,11871.0,27889.0,11.6,11.9,27.9
11873.0,12110.0,27895.0,11.9,12.1,27.9
10734.0,11950.0,27363.0,10.7,12.0,27.4
11438.0,12184.0,26143.0,11.4,12.2,26.2
13029.0,11702.0,29007.0,13.0,11.7,29.0
12284.0,11917.0,28727.0,12.3,11.9,28.8
12021.0,11666.0,29107.0,12.0,11.7,29.1
11774.0,11863.0,27825.0,11.8,11.9,27.9
13224.0,12226.0,28100.0,13.2,12.2,28.1
13004.0,12474.0,27995.0,13.0,12.5,28.0
12616.0,11940.0,27974.0,12.6,12.0,28.0
12502.0,11941.0,28306.0,12.5,12.0,28.3
11583.0,11707.0,26950.0,11.6,11.7,27.0
11801.0,11968.0,27655.0,11.8,12.0,27.7
11629.0,12283.0,28704.0,11.6,12.3,28.7
12292.0,12082.0,28906.0,12.3,12.1,28.9
12257.0,11817.0,28606.0,12.3,11.8,28.6
11822.0,12313.0,28135.0,11.8,12.3,28.2
12508.0,12404.0,27852.0,12.5,12.4,27.9
12508.0,12273.0,28747.0,12.5,12.3,28.8
12528.0,11990.0,27851.0,12.5,12.0,27.9
12350.0,12295.0,27919.0,12.4,12.3,27.9
11476.0,12056.0,27674.0,11.5,12.1,27.7
13209.0,11904.0,27778.0,13.2,11.9,27.8
11657.0,12503.0,28409.0,11.7,12.5,28.4
12184.0,11405.0,28583.0,12.2,11.4,28.6
12239.0,12217.0,28089.0,12.3,12.2,28.1
11979.0,11869.0,28054.0,12.0,11.9,28.1
11779.0,12726.0,28009.0,11.8,12.7,28.0
12011.0,12221.0,27791.0,12.0,12.2,27.8
12934.0,11969.0,28366.0,12.9,12.0,28.4
12343.0,12212.0,28403.0,12.4,12.2,28.4
12412.0,12023.0,28315.0,12.4,12.0,28.3
11990.0,12009.0,27610.0,12.0,12.0,27.6
12233.0,11924.0,27582.0,12.2,11.9,27.6
12037.0,12067.0,27689.0,12.0,12.1,27.7
12903.0,12010.0,27050.0,12.9,12.0,27.1
12613.0,12095.0,28815.0,12.6,12.1,28.8
11745.0,12160.0,28330.0,11.8,12.2,28.4
12965.0,12298.0,29116.0,13.0,12.3,29.1
12478.0,12013.0,28446.0,12.5,12.0,28.5
11026.0,12106.0,28757.0,11.0,12.1,28.8
12405.0,12210.0,29117.0,12.4,12.2,29.1
11892.0,12579.0,27069.0,11.9,12.6,27.1
12500.0,11968.0,27588.0,12.5,12.0,27.6
12568.0,12061.0,29000.0,12.6,12.1,29.0
12684.0,11996.0,27432.0,12.7,12.0,27.5
11427.0,12358.0,28040.0,11.4,12.4,28.1
11869.0,12120.0,28428.0,11.9,12.1,28.5
12309.0,12430.0,27851.0,12.3,12.4,27.9
12064.0,11767.0,27625.0,12.1,11.8,27.7
12836.0,12123.0,28368.0,12.8,12.1,28.4
12773.0,11856.0,28561.0,12.8,11.9,28.6
11810.0,11951.0,28717.0,11.8,12.0,28.7
12364.0,12501.0,27919.0,12.4,12.5,27.9
12844.0,12218.0,28852.0,12.9,12.2,28.9
12481.0,12290.0,28180.0,12.5,12.3,28.2
12358.0,11869.0,28094.0,12.4,11.9,28.1
12292.0,12105.0,28027.0,12.3,12.1,28.1
12555.0,11930.0,27171.0,12.6,11.9,27.2
12275.0,12445.0,28633.0,12.3,12.5,28.7
12444.0,12039.0,27382.0,12.5,12.1,27.4
11238.0,11945.0,28367.0,11.2,12.0,28.4
12612.0,12148.0,28164.0,12.6,12.2,28.2
11535.0,11958.0,27926.0,11.5,12.0,28.0
12795.0,12083.0,28476.0,12.8,12.1,28.5
12970.0,12259.0,27653.0,13.0,12.3,27.7
12462.0,12200.0,27374.0,12.5,12.2,27.4
11821.0,12215.0,28378.0,11.8,12.2,28.4
13054.0,12315.0,27281.0,13.1,12.3,27.3
12421.0,12146.0,28601.0,12.4,12.2,28.6
12516.0,12387.0,27815.0,12.5,12.4,27.8
11557.0,12284.0,28275.0,11.6,12.3,28.3
12214.0,12106.0,28055.0,12.2,12.1,28.1
12830.0,11934.0,28104.0,12.8,11.9,28.1
11618.0,12214.0,28178.0,11.6,12.2,28.2
12524.0,12002.0,28341.0,12.5,12.0,28.4
12745.0,12309.0,27058.0,12.8,12.3,27.1
11877.0,12439.0,28460.0,11.9,12.5,28.5
11469.0,12232.0,27782.0,11.5,12.2,27.8
11806.0,12361.0,29096.0,11.8,12.4,29.1
12850.0,12156.0,28800.0,12.9,12.2,28.8
12350.0,12629.0,28730.0,12.4,12.6,28.8
12216.0,12438.0,27956.0,12.2,12.5,28.0
11609.0,12305.0,29216.0,11.6,12.3,29.2
11323.0,12506.0,28357.0,11.3,12.5,28.4
11983.0,11876.0,28225.0,12.0,11.9,28.3
12616.0,12467.0,27881.0,12.6,12.5,27.9
12284.0,11950.0,28139.0,12.3,12.0,28.2
12765.0,12069.0,27588.0,12.8,12.1,27.6
12452.0,12034.0,29233.0,12.5,12.0,29.3
12245.0,12191.0,28721.0,12.3,12.2,28.7
11871.0,12465.0,27672.0,11.9,12.5,27.7
12790.0,12705.0,28372.0,12.8,12.7,28.4
12511.0,12272.0,27964.0,12.5,12.3,28.0
12718.0,12128.0,28060.0,12.7,12.1,28.1
12944.0,12489.0,28339.0,13.0,12.5,28.4
11888.0,12487.0,28444.0,11.9,12.5,28.5
12325.0,11922.0,27464.0,12.3,11.9,27.5
12201.0,12222.0,28987.0,12.2,12.2,29.0
12733.0,12460.0,28010.0,12.7,12.5,28.0
12141.0,12178.0,27852.0,12.2,12.2,27.9
12881.0,12540.0,27693.0,12.9,12.6,27.7
12262.0,12193.0,28487.0,12.3,12.2,28.5
12270.0,11969.0,28943.0,12.3,12.0,29.0
12251.0,12313.0,28378.0,12.3,12.3,28.4
11176.0,12396.0,29524.0,11.2,12.4,29.6
12562.0,11939.0,28164.0,12.6,12.0,28.2
12279.0,12277.0,28246.0,12.3,12.3,28.3
11938.0,12362.0,27952.0,11.9,12.4,28.0
12017.0,12451.0,28405.0,12.0,12.5,28.4
12059.0,12081.0,28817.0,12.1,12.1,28.8
11655.0,12259.0,28512.0,11.7,12.3,28.5
11552.0,12325.0,28348.0,11.6,12.3,28.4
12177.0,12107.0,28267.0,12.2,12.1,28.3
13207.0,12229.0,27953.0,13.2,12.2,28.0
11864.0,12270.0,27611.0,11.9,12.3,27.6
13852.0,12095.0,27277.0,13.9,12.1,27.3
12028.0,12314.0,28096.0,12.0,12.3,28.1
11493.0,12056.0,28466.0,11.5,12.1,28.5
12424.0,12018.0,29057.0,12.4,12.0,29.1
11937.0,12175.0,28424.0,11.9,12.2,28.5
12595.0,12381.0,27592.0,12.6,12.4,27.6
11201.0,11815.0,27500.0,11.2,11.8,27.5
12602.0,12097.0,28360.0,12.6,12.1,28.4
12181.0,12404.0,28946.0,12.2,12.4,29.0
12699.0,12141.0,28244.0,12.7,12.2,28.3
12552.0,12266.0,29119.0,12.6,12.3,29.1
12334.0,12450.0,28976.0,12.3,12.5,29.0
12447.0,12520.0,28803.0,12.5,12.5,28.8
12796.0,12236.0,28769.0,12.8,12.2,28.8
12014.0,12066.0,28773.0,12.0,12.1,28.8
12378.0,12420.0,28164.0,12.4,12.4,28.2
12380.0,12226.0,27902.0,12.4,12.2,27.9
12785.0,12446.0,28297.0,12.8,12.5,28.3
12541.0,12138.0,28479.0,12.6,12.2,28.5
12710.0,12486.0,28426.0,12.7,12.5,28.5
12744.0,12308.0,28210.0,12.8,12.3,28.2
12585.0,12297.0,27796.0,12.6,12.3,27.8
12517.0,12086.0,28843.0,12.5,12.1,28.9
11805.0,12137.0,27829.0,11.8,12.1,27.9
12609.0,12483.0,27124.0,12.6,12.5,27.2
13286.0,12557.0,27418.0,13.3,12.6,27.4
12244.0,12151.0,28338.0,12.3,12.2,28.4
12345.0,12617.0,28129.0,12.4,12.6,28.2
12280.0,12323.0,28718.0,12.3,12.3,28.7
12688.0,12406.0,28350.0,12.7,12.4,28.4
13399.0,12082.0,27603.0,13.4,12.1,27.6
12315.0,12424.0,27524.0,12.3,12.4,27.6
13264.0,12227.0,28334.0,13.3,12.2,28.4
12102.0,12667.0,28458.0,12.1,12.7,28.5
12185.0,11823.0,28592.0,12.2,11.8,28.6
13809.0,12060.0,27658.0,13.8,12.1,27.7
12066.0,12501.0,28083.0,12.1,12.5,28.1
12515.0,12303.0,29285.0,12.5,12.3,29.3
12552.0,12245.0,28512.0,12.6,12.3,28.5
11769.0,12437.0,28898.0,11.8,12.4,28.9
11784.0,12514.0,28340.0,11.8,12.5,28.4
12065.0,12545.0,28114.0,12.1,12.6,28.1
12122.0,12298.0,27788.0,12.1,12.3,27.8
10836.0,9806.0,24745.0,10.8,9.8,24.8
11019.0,9993.0,24110.0,11.0,10.0,24.1
10688.0,9890.0,25029.0,10.7,9.9,25.1
10742.0,10181.0,24914.0,10.8,10.2,24.9
10996.0,10127.0,23974.0,11.0,10.1,24.0
10277.0,10423.0,24498.0,10.3,10.4,24.5
10820.0,10015.0,24246.0,10.8,10.0,24.3
10163.0,10058.0,24042.0,10.2,10.1,24.1
10122.0,9951.0,23785.0,10.1,10.0,23.8
10441.0,10612.0,24105.0,10.5,10.6,24.1
10314.0,10079.0,24059.0,10.3,10.1,24.1
11183.0,9846.0,23849.0,11.2,9.9,23.9
10458.0,9839.0,24345.0,10.5,9.8,24.4
10302.0,10145.0,24339.0,10.3,10.2,24.4
11479.0,10175.0,24864.0,11.5,10.2,24.9
9367.0,10169.0,25111.0,9.4,10.2,25.1
9815.0,10158.0,24252.0,9.8,10.2,24.3
10490.0,10099.0,24856.0,10.5,10.1,24.9
10325.0,10092.0,24566.0,10.3,10.1,24.6
10489.0,10203.0,25605.0,10.5,10.2,25.6
9312.0,10047.0,25432.0,9.3,10.1,25.5
9940.0,10122.0,24251.0,9.9,10.1,24.3
9680.0,9956.0,25024.0,9.7,10.0,25.0
10561.0,10310.0,24386.0,10.6,10.3,24.4
11326.0,10207.0,24728.0,11.3,10.2,24.8
9788.0,10268.0,25202.0,9.8,10.3,25.2
10802.0,10072.0,24916.0,10.8,10.1,24.9
9779.0,10393.0,24264.0,9.8,10.4,24.3
11471.0,10266.0,25333.0,11.5,10.3,25.4
11516.0,10337.0,24554.0,11.5,10.3,24.6
10891.0,10295.0,24461.0,10.9,10.3,24.5
10711.0,9929.0,24959.0,10.7,9.9,25.0
10603.0,10266.0,25205.0,10.6,10.3,25.2
11046.0,10528.0,24730.0,11.1,10.5,24.8
9898.0,9986.0,24723.0,9.9,10.0,24.7
10839.0,10066.0,25419.0,10.8,10.1,25.4
10164.0,10174.0,24835.0,10.2,10.2,24.9
10733.0,9957.0,24435.0,10.7,10.0,24.5
9221.0,10551.0,24103.0,9.2,10.6,24.1
10718.0,9964.0,23745.0,10.7,10.0,23.8
10076.0,10025.0,25014.0,10.1,10.0,25.0
11740.0,10475.0,24807.0,11.8,10.5,24.8
10296.0,10195.0,23848.0,10.3,10.2,23.9
10753.0,10063.0,25342.0,10.8,10.1,25.4
11220.0,10166.0,25294.0,11.2,10.2,25.3
10184.0,10191.0,26255.0,10.2,10.2,26.3
11390.0,10315.0,24823.0,11.4,10.3,24.8
10192.0,10220.0,24342.0,10.2,10.2,24.4
10508.0,10730.0,24705.0,10.5,10.7,24.7
10007.0,10332.0,24742.0,10.0,10.3,24.8
11151.0,10081.0,25204.0,11.2,10.1,25.2
11089.0,10334.0,25429.0,11.1,10.3,25.5
10889.0,10581.0,25627.0,10.9,10.6,25.7
10411.0,10269.0,25851.0,10.4,10.3,25.9
9570.0,10352.0,24887.0,9.6,10.4,24.9
10430.0,9992.0,25439.0,10.4,10.0,25.5
10681.0,10054.0,25113.0,10.7,10.1,25.1
11450.0,10624.0,25143.0,11.5,10.6,25.2
10465.0,10345.0,24697.0,10.5,10.4,24.7
10608.0,10307.0,25584.0,10.6,10.3,25.6
11646.0,10506.0,25872.0,11.7,10.5,25.9
10728.0,10431.0,24796.0,10.7,10.4,24.8
10915.0,10574.0,24891.0,10.9,10.6,24.9
10995.0,10126.0,25056.0,11.0,10.1,25.1
11439.0,10313.0,25781.0,11.5,10.3,25.8
9813.0,10262.0,25486.0,9.8,10.3,25.5
10622.0,10313.0,25575.0,10.6,10.3,25.6
10654.0,10620.0,25382.0,10.7,10.6,25.4
11175.0,10637.0,24822.0,11.2,10.6,24.8
10756.0,10321.0,26079.0,10.8,10.3,26.1
10980.0,10363.0,25163.0,11.0,10.4,25.2
11507.0,10461.0,25752.0,11.5,10.5,25.8
11369.0,10180.0,24742.0,11.4,10.2,24.8
11160.0,10777.0,25018.0,11.2,10.8,25.0
10444.0,10526.0,25278.0,10.5,10.5,25.3
10499.0,10477.0,25545.0,10.5,10.5,25.6
10479.0,10066.0,26182.0,10.5,10.1,26.2
11318.0,10249.0,25940.0,11.3,10.3,26.0
10566.0,10787.0,24765.0,10.6,10.8,24.8
10842.0,10511.0,26238.0,10.9,10.5,26.3
9901.0,10769.0,25368.0,9.9,10.8,25.4
11082.0,10145.0,25427.0,11.1,10.2,25.5
11082.0,10475.0,26037.0,11.1,10.5,26.1
10678.0,10480.0,24981.0,10.7,10.5,25.0
11077.0,10838.0,25469.0,11.1,10.8,25.5
10821.0,10491.0,25787.0,10.8,10.5,25.8
11843.0,10142.0,26203.0,11.9,10.2,26.2
10795.0,10818.0,25474.0,10.8,10.8,25.5
10669.0,10248.0,26034.0,10.7,10.3,26.1
11211.0,10531.0,25909.0,11.2,10.5,25.9
10964.0,10454.0,25190.0,11.0,10.5,25.2
10993.0,10289.0,25316.0,11.0,10.3,25.3
11065.0,10647.0,25215.0,11.1,10.7,25.2
10912.0,10693.0,25748.0,10.9,10.7,25.8
11992.0,10412.0,25035.0,12.0,10.4,25.1
10537.0,10335.0,26599.0,10.5,10.3,26.6
10442.0,10578.0,25953.0,10.5,10.6,26.0
10293.0,10430.0,26002.0,10.3,10.4,26.0
10331.0,10601.0,25873.0,10.3,10.6,25.9
10422.0,10363.0,24815.0,10.4,10.4,24.8
10870.0,9933.0,25381.0,10.9,9.9,25.4
11493.0,10769.0,25732.0,11.5,10.8,25.8
10226.0,10896.0,25229.0,10.2,10.9,25.3
10900.0,10672.0,25738.0,10.9,10.7,25.8
9866.0,10401.0,26030.0,9.9,10.4,26.1
10631.0,10702.0,25504.0,10.6,10.7,25.5
9701.0,10662.0,25417.0,9.7,10.7,25.4
10019.0,10810.0,25124.0,10.0,10.8,25.1
10599.0,10511.0,25539.0,10.6,10.5,25.6
11116.0,10403.0,25131.0,11.1,10.4,25.2
10735.0,10589.0,25235.0,10.7,10.6,25.3
10368.0,10281.0,25824.0,10.4,10.3,25.8
10714.0,10794.0,25720.0,10.7,10.8,25.7
10823.0,10608.0,25487.0,10.8,10.6,25.5
11439.0,10935.0,25128.0,11.5,10.9,25.2
10946.0,10509.0,25823.0,11.0,10.5,25.8
12431.0,10701.0,25942.0,12.4,10.7,26.0
10419.0,10730.0,26455.0,10.4,10.7,26.5
11282.0,10597.0,25806.0,11.3,10.6,25.8
11533.0,10317.0,25414.0,11.5,10.3,25.4
10221.0,10509.0,26079.0,10.2,10.5,26.1
10323.0,10475.0,25464.0,10.3,10.5,25.5
11625.0,10750.0,24839.0,11.6,10.8,24.9
11404.0,10649.0,26597.0,11.4,10.7,26.6
10772.0,10865.0,26790.0,10.8,10.9,26.8
10299.0,10585.0,26610.0,10.3,10.6,26.6
11424.0,10733.0,25118.0,11.4,10.7,25.1
11200.0,10306.0,25900.0,11.2,10.3,25.9
10517.0,11115.0,26203.0,10.5,11.1,26.2
11312.0,10563.0,26310.0,11.3,10.6,26.3
10269.0,10910.0,24861.0,10.3,10.9,24.9
11993.0,10456.0,25928.0,12.0,10.5,26.0
11068.0,10451.0,26105.0,11.1,10.5,26.1
11095.0,10864.0,26089.0,11.1,10.9,26.1
11189.0,10870.0,26655.0,11.2,10.9,26.7
10599.0,10854.0,26304.0,10.6,10.9,26.3
11310.0,10702.0,25670.0,11.3,10.7,25.7
11894.0,11239.0,25619.0,11.9,11.3,25.6
11195.0,11061.0,25578.0,11.2,11.1,25.6
11199.0,10710.0,25671.0,11.2,10.7,25.7
10602.0,10868.0,26611.0,10.6,10.9,26.6
10549.0,11070.0,25855.0,10.6,11.1,25.9
10935.0,10559.0,25397.0,10.9,10.6,25.4
10654.0,10855.0,26466.0,10.7,10.9,26.5
11799.0,10831.0,26132.0,11.8,10.8,26.2
11450.0,10761.0,25817.0,11.5,10.8,25.8
11388.0,10759.0,25606.0,11.4,10.8,25.6
10304.0,11106.0,26439.0,10.3,11.1,26.5
11885.0,10873.0,25417.0,11.9,10.9,25.4
10544.0,10902.0,26569.0,10.6,10.9,26.6
10449.0,10937.0,25942.0,10.5,10.9,26.0
11143.0,10962.0,26161.0,11.2,11.0,26.2
10224.0,11000.0,26345.0,10.2,11.0,26.4
10861.0,10839.0,26014.0,10.9,10.8,26.0
11145.0,10902.0,25112.0,11.2,10.9,25.1
11162.0,10836.0,25769.0,11.2,10.8,25.8
11222.0,11241.0,26299.0,11.2,11.3,26.3
11376.0,11065.0,25689.0,11.4,11.1,25.7
11065.0,10882.0,27185.0,11.1,10.9,27.2
11769.0,10747.0,25734.0,11.8,10.8,25.8
11353.0,10896.0,26445.0,11.4,10.9,26.5
10666.0,10713.0,26547.0,10.7,10.7,26.6
10387.0,10767.0,26336.0,10.4,10.8,26.4
10297.0,10802.0,26140.0,10.3,10.8,26.2
11406.0,11049.0,26039.0,11.4,11.1,26.1
10839.0,10864.0,26750.0,10.8,10.9,26.8
10805.0,10541.0,26440.0,10.8,10.6,26.5
12018.0,10796.0,25942.0,12.0,10.8,26.0
10798.0,11043.0,26582.0,10.8,11.1,26.6
10717.0,11051.0,25261.0,10.7,11.1,25.3
10812.0,10862.0,25755.0,10.8,10.9,25.8
10696.0,10868.0,26785.0,10.7,10.9,26.8
11696.0,10880.0,26480.0,11.7,10.9,26.5
11450.0,10900.0,27820.0,11.5,10.9,27.8
11919.0,11065.0,25928.0,11.9,11.1,26.0
11383.0,10769.0,26478.0,11.4,10.8,26.5
11194.0,10732.0,26925.0,11.2,10.7,27.0
11054.0,11270.0,25870.0,11.1,11.3,25.9
11822.0,10821.0,26004.0,11.8,10.8,26.0
10793.0,11358.0,26913.0,10.8,11.4,26.9
10821.0,11305.0,26178.0,10.8,11.3,26.2
11845.0,11249.0,26502.0,11.9,11.3,26.5
11701.0,11042.0,26424.0,11.7,11.1,26.5
10918.0,10648.0,27160.0,10.9,10.7,27.2
11779.0,11127.0,25748.0,11.8,11.1,25.8
11211.0,10875.0,27063.0,11.2,10.9,27.1
11334.0,10788.0,25663.0,11.3,10.8,25.7
11000.0,11004.0,27312.0,11.0,11.0,27.3
11172.0,11010.0,26813.0,11.2,11.0,26.8
10958.0,11102.0,27193.0,11.0,11.1,27.2
11060.0,11153.0,26024.0,11.1,11.2,26.1
11162.0,10554.0,26232.0,11.2,10.6,26.3
10855.0,11019.0,26229.0,10.9,11.0,26.3
11402.0,10877.0,26954.0,11.4,10.9,27.0
11181.0,11090.0,26893.0,11.2,11.1,26.9
11763.0,10985.0,26494.0,11.8,11.0,26.5
11403.0,10818.0,26530.0,11.4,10.8,26.6
10985.0,10971.0,26414.0,11.0,11.0,26.4
11081.0,11396.0,26699.0,11.1,11.4,26.7
10975.0,11111.0,26552.0,11.0,11.1,26.6
11229.0,11446.0,26810.0,11.2,11.5,26.8
11163.0,11189.0,26903.0,11.2,11.2,26.9
12049.0,10973.0,26401.0,12.1,11.0,26.4
11711.0,11228.0,26342.0,11.7,11.2,26.4
10880.0,11186.0,27519.0,10.9,11.2,27.5
11737.0,10955.0,26887.0,11.7,11.0,26.9
11617.0,11403.0,26922.0,11.6,11.4,26.9
11495.0,10902.0,26873.0,11.5,10.9,26.9
10457.0,11161.0,26560.0,10.5,11.2,26.6
11084.0,11404.0,27002.0,11.1,11.4,27.0
10858.0,10857.0,26544.0,10.9,10.9,26.6
11647.0,11368.0,25720.0,11.7,11.4,25.7
11638.0,11348.0,27584.0,11.6,11.4,27.6
11656.0,11163.0,27075.0,11.7,11.2,27.1
11483.0,11104.0,25198.0,11.5,11.1,25.2
11794.0,11337.0,26932.0,11.8,11.3,27.0
10982.0,11143.0,26895.0,11.0,11.2,26.9
11237.0,11587.0,27874.0,11.2,11.6,27.9
11582.0,10950.0,27225.0,11.6,11.0,27.3
10980.0,11116.0,27129.0,11.0,11.1,27.2
11565.0,10949.0,26389.0,11.6,11.0,26.4
11831.0,11098.0,26950.0,11.8,11.1,27.0
11548.0,11317.0,27496.0,11.6,11.3,27.5
11260.0,11017.0,26809.0,11.3,11.0,26.8
11040.0,11003.0,26837.0,11.1,11.0,26.9
12833.0,11183.0,26313.0,12.8,11.2,26.3
11573.0,11628.0,26910.0,11.6,11.6,26.9
11422.0,11211.0,26825.0,11.4,11.2,26.9
11491.0,11501.0,26098.0,11.5,11.5,26.1
11714.0,11274.0,26871.0,11.7,11.3,26.9
11484.0,11007.0,27778.0,11.5,11.0,27.8
10954.0,11074.0,26876.0,11.0,11.1,26.9
11330.0,11119.0,26915.0,11.3,11.1,26.9
11170.0,11272.0,26885.0,11.2,11.3,26.9
11350.0,11053.0,27058.0,11.4,11.1,27.1
11222.0,11021.0,26888.0,11.2,11.0,26.9
10856.0,11248.0,26061.0,10.9,11.3,26.1
11081.0,11501.0,27777.0,11.1,11.5,27.8
11774.0,11059.0,26877.0,11.8,11.1,26.9
11411.0,11066.0,26736.0,11.4,11.1,26.8
11445.0,11436.0,26884.0,11.5,11.4,26.9
11625.0,11611.0,26972.0,11.6,11.6,27.0
11194.0,11278.0,27495.0,11.2,11.3,27.5
11530.0,11297.0,27418.0,11.5,11.3,27.4
11380.0,11234.0,27306.0,11.4,11.2,27.3
12570.0,11441.0,27341.0,12.6,11.5,27.4
11665.0,11182.0,27345.0,11.7,11.2,27.4
12609.0,10999.0,26574.0,12.6,11.0,26.6
